Transaktionsexport;;;;;;2026-09-05 14:43:46
2025-02-07;;NINTENDO CA1353251228;FRANKFURT AM;SEK;0.0;1049.0
2025-02-06;;ZETTLE_*MINDPARK GOTEB;GOTEBORG;SEK;0.0;96.0
2025-02-05;;DELI OCH COFFEE;GOTEBORG;SEK;0.0;160.0
2025-02-04;;JOE  THE JUICE NG AB;STOCKHOLM;SEK;0.0;268.0
2025-02-04;;W*MMSPORTS.SE;ASKIM;SEK;0.0;979.0
2025-02-03;;HOLY GREENS AB;MALMOE;SEK;0.0;139.0
2025-02-03;;KOPPS;GOTEBORG;SEK;0.0;85.0
2025-02-03;;KOPPS;GOTEBORG;SEK;0.0;114.0
2025-02-03;;MADE IN CHINA;GOETEBORG;SEK;0.0;474.6
2025-02-02;;BOLT.EU/O/2502020828;TALLINN;SEK;0.0;99.0
2025-02-02;;HOTELL ANNO 164;LINKOPING;SEK;0.0;5543.0
2025-02-02;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-02-02;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;93.8
2025-02-02;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;299.0
2025-02-02;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;326.37
2025-02-01;;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;56.0
2025-02-01;;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;304.0
2025-02-01;;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;408.0
2025-02-01;;HOLY GREENS AB;MALMOE;SEK;0.0;174.0
2025-02-01;;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;23.5
2025-02-01;;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;1335.0
2025-02-01;;NK TRAVEL GBG;GA.TEBORG;SEK;0.0;1859.0
2025-02-01;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;366.99
2025-01-31;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-01-31;;AL BANCO PASTA;GOTEBORG;SEK;0.0;1300.0
2025-01-31;;RITUALS COSMETICS SWED;GOETEBORG;SEK;0.0;999.0
2025-01-31;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;469.6
2025-01-31;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;121.1
2025-01-30;;DELI OCH COFFEE;GOTEBORG;SEK;0.0;140.0
2025-01-30;;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2025-01-29;;JOEANDTHEJUICE;GATEBORG;SEK;0.0;173.0
2025-01-29;;KJELL & CO 69;GOTEBORG;SEK;0.0;-699.0
2025-01-29;;KJELL & CO 69;GOTEBORG;SEK;0.0;1639.9
2025-01-29;;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;140.4
2025-01-28;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;37.0
2025-01-27;;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;179.0
2025-01-26;;SORELLINA;GOTEBORG;SEK;0.0;544.5
2025-01-26;;SWEET*JACY Z HOTEL RES;STOCKHOLM;SEK;0.0;195.0
2025-01-26;;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;107.0
2025-01-26;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-01-26;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;227.4
2025-01-26;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;423.1
2025-01-24;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;49.0
2025-01-24;;DINE BURGERS;GOTEBORG;SEK;0.0;148.0
2025-01-24;;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2025-01-24;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;264.42
2025-01-23;;BIKT;GOTEBORG;SEK;0.0;310.0
2025-01-23;;DELI OCH COFFEE;GOTEBORG;SEK;0.0;157.0
2025-01-23;;JINX DYNASTY;GOTEBORG;SEK;0.0;130.0
2025-01-22;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-01-22;;S O LARSSON;GOTEBORG;SEK;0.0;178.0
2025-01-21;;KOPPS;GOTEBORG;SEK;0.0;75.0
2025-01-21;;KOPPS;GOTEBORG;SEK;0.0;195.0
2025-01-21;;STUDIO DENTAL GOETEBOR;GOETEBORG;SEK;0.0;950.0
2025-01-21;;TWILFIT AB;GOTEBORG;SEK;0.0;559.8
2025-01-21;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;241.9
2025-01-20;;JOEANDTHEJUICE;GATEBORG;SEK;0.0;143.0
2025-01-19;;FLUGGER AB;GOTEBORG;SEK;0.0;309.3
2025-01-19;;KJELL & CO 69;GOTEBORG;SEK;0.0;998.8
2025-01-19;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-01-18;;PRESSBYRAN 4028142;GOTEBORG;SEK;0.0;45.0
2025-01-18;;SPOTIFY P33524CE41;STOCKHOLM;SEK;0.0;119.0
2025-01-18;;VASTTRAFIK TO GO;SKOVDE;SEK;0.0;74.0
2025-01-18;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;256.02
2025-01-17;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-01-17;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;42.0
2025-01-17;;ALDARDO;GOTEBORG;SEK;0.0;180.0
2025-01-17;;MOONGLOW;GOTEBORG;SEK;0.0;1502.55
2025-01-17;;WIDING O STOLLMAN;GOTEBORG;SEK;0.0;399.0
2025-01-16;;KLARNA*SNUSBOLAGET.S;STOCKHOLM;SEK;0.0;1799.4
2025-01-16;;LIDL 329 GBG KUNGSGATA;GÖTEBORG;SEK;0.0;118.6
2025-01-16;;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2025-01-16;;ZETTLE_*POKE CORNER;GOTEBORG;SEK;0.0;136.0
2025-01-15;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;34.0
2025-01-15;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;223.0
2025-01-14;;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;28.0
2025-01-14;;HOLY GREENS AB;MALMOE;SEK;0.0;194.0
2025-01-14;;K SMILE ETT4;GÖTEBORG;SEK;0.0;1445.0
2025-01-13;;7-ELEVEN 4116150;GOETEBORG;SEK;0.0;23.1
2025-01-13;;BANH MI SHOP;GOTEBORG;SEK;0.0;115.0
2025-01-13;;BETALT BG DATUM 250113;;SEK;0.0;-28278.52
2025-01-13;;KLARNA*BONNIER-LOCAL;INTERNET;SEK;0.0;25.0
2025-01-12;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;173.22
2025-01-12;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;204.66
2025-01-10;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;28.0
2025-01-10;;BETALT BG DATUM 250110;;SEK;0.0;-40000.0
2025-01-09;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;28.0
2025-01-09;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;512.26
2025-01-07;;4051 WHS LS GOT;LANDVETTER;SEK;0.0;57.0
2025-01-07;;AUTOGRILL ITALIA 7206;FIUMICINO;EUR;7.4;86.84
2025-01-07;;TRENITALIA - LEFRECCE;ROMA;EUR;19.5;228.85
2025-01-07;;W*MMSPORTS.SE;ASKIM;SEK;0.0;979.0
2025-01-07;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;295.19
2025-01-06;;DR MAX STATUTO;ROMA;EUR;35.58;416.98
2025-01-06;;LARINASCENTE TRITONE 1;ROMA;EUR;64.0;750.04
2025-01-06;;SUMUP  *BAR GELATERIA;ROMA;EUR;3.0;35.16
2025-01-05;;ATAC TAP&GO;ROMA;EUR;4.5;52.73
2025-01-05;;CONAD;ROMA;EUR;31.52;369.39
2025-01-05;;IL NUOVO SOLE SRL;ROMA;EUR;10.5;123.05
2025-01-05;;LA RINASCENTE ROMA TRI;ROMA;EUR;199.0;2332.14
2025-01-05;;LARINASCENTE TRITONE 6;ROMA;EUR;255.0;2988.42
2025-01-05;;LUFTHANSA RETAIL INMOT;KOELN;EUR;6.0;70.32
2025-01-05;;TRENITALIA - LEFRECCE;ROMA;EUR;28.0;328.14
2025-01-05;;VIKTUALIENMARKT 2;M~NCHEN-FLUGH;EUR;27.8;325.8
2025-01-04;;BOLT.EU/O/2501040117;TALLINN;SEK;0.0;95.0
2025-01-04;;BOLT.EU/O/2501041158;TALLINN;SEK;0.0;118.0
2025-01-03;;ELGIGANTEN.SE;KISTAD;SEK;0.0;-899.0
2025-01-03;;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;513.0
2025-01-02;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;28.0
2025-01-02;;ELGIGANTEN.SE;KISTAD;SEK;0.0;21694.0
2025-01-02;;FOODORA AB;STOCKHOLM;SEK;0.0;554.0
2025-01-02;;SVEA*GRANSBYGDEN.S;MARKARYD;SEK;0.0;14744.25
2025-01-02;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;306.89
2025-01-01;;NINTENDO CA1331955736;FRANKFURT AM;SEK;0.0;101.0
2024-12-31;;NK KOK & DESIGN GBG;GA.TEBORG;SEK;0.0;455.0
2024-12-31;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;476.0
2024-12-31;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;1110.9
2024-12-31;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;290.5
2024-12-31;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;293.1
2024-12-30;;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;393.0
2024-12-30;;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2024-12-29;;FOODMARKET I HALMSTAD;HALMSTAD;SEK;0.0;140.0
2024-12-29;;FOODMARKET I HALMSTAD;HALMSTAD;SEK;0.0;165.0
2024-12-29;;JYSK STENALYCKAN;HALMSTAD;SEK;0.0;269.0
2024-12-29;;LAGERHAUS HALMSTAD HAL;HALMSTAD;SEK;0.0;59.0
2024-12-29;;LAGERHAUS HALMSTAD HAL;HALMSTAD;SEK;0.0;867.0
2024-12-28;;ZETTLE_*CHOCOLATERIAN;BASTAD;SEK;0.0;165.0
2024-12-26;;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;393.0
2024-12-26;;MAXI ICA STORMARKNAD M;MELLBYSTRAND;SEK;0.0;752.41
2024-12-26;;PRESSBYRAN 4128810;GOETEBORG;SEK;0.0;53.0
2024-12-26;;SAMSOEE  SAMSOEE;GOETEBORG;SEK;0.0;2720.0
2024-12-26;;VALLGATAN 12 FA;GOTEBORG;SEK;0.0;2800.0
2024-12-25;;7-ELEVEN 5020148;GOETEBORG;SEK;0.0;56.0
2024-12-25;;NYX*PARKOCHNATURFOERVA;GOETEBORG;SEK;0.0;5.0
2024-12-25;;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;76.0
2024-12-25;;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;94.0
2024-12-24;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;337.95
2024-12-23;;BOLT.EU/O/2412231703;TALLINN;SEK;0.0;139.0
2024-12-23;;FESKEKORKA;GOTEBORG;SEK;0.0;520.0
2024-12-23;;UBR* PENDING.UBER.COM;AMSTERDAM;SEK;0.0;94.0
2024-12-23;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;66.7
2024-12-23;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;110.7
2024-12-22;;ARKET SE0702;GOETEBORG;SEK;0.0;1493.0
2024-12-22;;ARTILLERIET KITCHEN;GOETEBORG;SEK;0.0;1030.0
2024-12-22;;GOTEBORG CITY MAT &;GOTEBORG;SEK;0.0;300.0
2024-12-22;;NK SKOR GBG;GOTEBORG;SEK;0.0;1450.0
2024-12-22;;VALLGATAN 12 FA;GOTEBORG;SEK;0.0;2200.0
2024-12-22;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;295.78
2024-12-22;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;584.7
2024-12-21;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;270.68
2024-12-20;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;61.0
2024-12-20;;FOODORA AB;STOCKHOLM;SEK;0.0;459.0
2024-12-20;;STYLE BARBERSHOP;GOTEBORG;SEK;0.0;588.0
2024-12-20;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;714.6
2024-12-18;;BETALT BG DATUM 241218;;SEK;0.0;-15810.96
2024-12-18;;DELI OCH COFFEE;GOTEBORG;SEK;0.0;255.0
2024-12-18;;SPOTIFY P3275C400D;STOCKHOLM;SEK;0.0;119.0
2024-12-17;;HEMTEX KUNGSGAT;GOTEBORG;SEK;0.0;343.9
2024-12-17;;HOLY GREENS AB;MALMOE;SEK;0.0;129.0
2024-12-16;;APOTEK HJARTAT KUNGSGA;GOTEBORG;SEK;0.0;177.9
2024-12-16;;DELI OCH COFFEE;GOTEBORG;SEK;0.0;155.0
2024-12-16;;NETFLIX.COM;AMSTERDAM;SEK;0.0;199.0
2024-12-15;;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;755.44
2024-12-15;;MAX BURGERS 7610004_KI;KOEBENHAVN V;DKK;185.0;293.49
2024-12-15;;SP BBC3C4;SPARSOR;SEK;0.0;1116.8
2024-12-15;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;305.7
2024-12-15;;ZETTLE_*ARLI EVENT APS;KOBENHAVN K;DKK;30.0;47.59
2024-12-15;;ZETTLE_*ZANDER EVENTS;FREDERIKSBERG;DKK;95.0;150.72
2024-12-14;;7-ELEVEN 4015207;GOETEBORG;SEK;0.0;38.0
2024-12-14;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;55.0
2024-12-14;;RICHMONDHOTEL;COPENHAGEN;DKK;1556.1;2468.67
2024-12-14;;SJ.SE;STOCKHOLM;SEK;0.0;556.0
2024-12-14;;TESALON TIVOLI;KOEBENHAVN V;DKK;85.0;134.84
2024-12-14;;TIVOLI AS;KOEBENHAVN V;DKK;180.0;285.56
2024-12-14;;TIVOLI INDG. - 922960;COPENHAGEN;DKK;200.0;317.29
2024-12-14;;ZOCALO TIVOLI FOOD P;KOEBENHAVN;DKK;185.0;293.49
2024-12-13;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;28.0
2024-12-13;;HALLANDSTRAFIKE;FALKENBERG;SEK;0.0;238.0
2024-12-13;;KLARNA*BONNIER-LOCAL;STOCKHOLM;SEK;0.0;25.0
2024-12-12;;FOODORA AB;STOCKHOLM;SEK;0.0;593.0
2024-12-12;;S O LARSSON;GOTEBORG;SEK;0.0;89.0
2024-12-11;;SL;STOCKHOLM;SEK;0.0;84.0
2024-12-10;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;16.0
2024-12-10;;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;300.0
2024-12-10;;AKADEMIBOKHANDE;GÖTEBORG;SEK;0.0;199.0
2024-12-10;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;111.9
2024-12-09;;7-ELEVEN KORSETTEN;GOETEBORG;SEK;0.0;34.0
2024-12-08;;7-ELEVEN 4515158;GOETEBORG;SEK;0.0;100.0
2024-12-08;;BOLT.EU/O/2412082128;TALLINN;SEK;0.0;99.0
2024-12-08;;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;330.0
2024-12-08;;PARKERING GÖTEB;GÖTEBORG;SEK;0.0;4.0
2024-12-07;;AHLENS GOETEBORG KUNGS;GOETEBORG;SEK;0.0;205.4
2024-12-07;;KLARNA*SNUSBOLAGET.S;STOCKHOLM;SEK;0.0;2314.2
2024-12-07;;NEWPORT;GOETEBORG;SEK;0.0;584.0
2024-12-07;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;201.68
2024-12-07;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;213.87
2024-12-06;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;895.2
2024-12-06;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;433.94
2024-12-05;;LINDSTROEM  SONDEN AB;AENGELHOLM;SEK;0.0;9934.0
2024-12-05;;NK BEAUTY GBG;GA.TEBORG;SEK;0.0;330.0
2024-12-05;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;996.0
2024-12-05;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;434.8
2024-12-05;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;459.9
2024-12-01;;BOPLATS GÖTEBOR;GOTEBORG;SEK;0.0;200.0
2024-12-01;;CONDECO AB;GOTEBORG;SEK;0.0;159.0
2024-12-01;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;32.9
2024-11-30;;ELGIGANTEN.SE;KISTAD;SEK;0.0;10490.0
2024-11-30;;HELP.MAX.COM;STOCKHOLM;SEK;0.0;64.5
2024-11-30;;KLARNA*VITVARUEXPERT;INTERNET;SEK;0.0;7338.0
2024-11-30;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;314.4
2024-11-30;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;235.9
2024-11-30;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;311.08
2024-11-29;;FOODIE;GOTEBORG;SEK;0.0;169.0
2024-11-29;;SYSTEMBOLAGET;GOETEBORG;SEK;0.0;215.1
2024-11-29;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;116.74
2024-11-29;;WILLYS GOTEBORG HVIT;GOTEBORG;SEK;0.0;270.1
2024-11-27;;W*MMSPORTS.SE;ASKIM;SEK;0.0;1581.0
